,uuid,company,description,categories,location,country,continent,num_of_employees,website,Founded,Funding Rounds,Total Funding in USD,Funding Range,Funding Stage,Number Founders
875,02a30d3d-2e66-416d-692a-ec21bc479da7,NBE-Therapeutics,NBE-Therapeutics is a biotech company that develops oncology treatments for cancer patients.,"Biotechnology,Health Care,Medical,Therapeutics","Basel,Basel-Stadt,Switzerland,Europe",Switzerland,Europe,11-50,http://www.nbe-therapeutics.com,2012-01-01,5,65700364.0,65-75m,m_and_a,1.0
876,0ac1f773-7eca-68a1-76c2-3e0ed5b7dcb9,KINEXON,Real-time location intelligence for the Internet of Things.,"Industrial Automation,Industrial Manufacturing,Information Technology,Internet of Things,Logistics,Software","Munich,Bayern,Germany,Europe",Germany,Europe,101-250,https://kinexon.com,2012-01-01,2,,,seed,3.0
877,7c785769-2d59-55a7-3ab4-46507794e127,Finiata,Finiata provides working capital financing for freelancers and SME's over a fully automated data driven scoring technology.,"Finance,Financial Services,FinTech,Payments,Social Entrepreneurship,Software","Berlin,Berlin,Germany,Europe",Germany,Europe,101-250,https://www.finiata.com/,2016-01-01,5,29756193.0,25-35m,,4.0
878,a0386557-0ef0-cd91-8ffa-b7f4e3902b34,Agari,Agari provides email threat prevention and protection service leverages AI cybersecurity to protect organization.,"Artificial Intelligence,Cyber Security,Fraud Detection,Network Security,SaaS,Security","Foster City,California,United States,North America",United States,North America,101-250,https://www.agari.com/,2009-01-01,6,84700000.0,75-85m,late_stage_venture,1.0
879,5ca45d8d-f17a-09c6-37e9-45c689acd9a6,Yugabyte,"Yugabyte is an open source distributed SQL database for customers in industries such as cybersecurity, financial markets, IoT.","Cloud Infrastructure,Database,Enterprise Software,Internet of Things,Open Source","Sunnyvale,California,United States,North America",United States,North America,11-50,https://www.yugabyte.com,2016-02-01,3,55000000.0,45-55m,early_stage_venture,3.0
880,4e269a2a-fa53-1e54-773d-0b2c9bc0a442,Anaconda,Anaconda is the most trusted Python data science platform with more than 15 million users and 150+ enterprise customers.,"Analytics,Artificial Intelligence,Big Data,Cloud Infrastructure,Enterprise Software,Machine Learning,Open Source","Austin,Texas,United States,North America",United States,North America,101-250,https://www.anaconda.com,2012-01-01,5,39500000.0,35-45m,early_stage_venture,3.0
881,801ddce3-8037-5b38-9214-826e6681a6a2,SEMrush,SEMrush is a an online visibility management and content marketing SaaS platform.,"Analytics,Content Marketing,Digital Marketing,Market Research,SaaS,Search Engine,Semantic Search,SEO,Social Media Marketing,Software","Boston,Massachusetts,United States,North America",United States,North America,501-1000,https://www.semrush.com,2008-08-01,1,40000000.0,35-45m,,1.0
882,042758c0-8cdd-37d9-22fd-a0b9b8a36f09,Curology,Curology is a cosmetic company that provides actual prescription skincare customized for their skin and delivered to their door.,"Beauty,Consumer Goods,Cosmetics,Health Care","San Francisco,California,United States,North America",United States,North America,251-500,https://curology.com,2014-03-31,3,19150000.0,15-25m,early_stage_venture,4.0
883,d3695707-fced-0c52-e811-aa12d7e1b3cb,Soldsie,"Soldsie is a social commerce platform that allows customers to purchase products through comments on Facebook, Instagram, and Pinterest.","Apps,E-Commerce,Social Media,Software","San Francisco,California,United States,North America",United States,North America,11-50,http://www.soldsie.com,2011-02-01,4,5000000.0,<5m,early_stage_venture,3.0
884,b23bdb5b-2355-2882-92fe-42a1c2ff9a85,HYPR,HYPR is a cloud platform that makes it easy to go Passwordless across the enterprise.,"Cyber Security,Identity Management,Mobile,Security","New York,New York,United States,North America",United States,North America,51-100,https://www.hypr.com/,2014-04-01,4,32100000.0,25-35m,early_stage_venture,4.0
885,0544a1bd-c856-2c00-3c6a-7ee790b235b7,Kaia Health,Kaia Health is a leading digital therapy platform to treat a range of diseases including pain and pulmonary diseases,"Computer,Consumer Software,Fitness,Health Care,Machine Learning,Medical,mHealth,Software,Therapeutics,Wellness","Brooklyn,New York,United States,North America",United States,North America,51-100,http://www.kaiahealth.com,2016-01-01,5,48000000.0,45-55m,early_stage_venture,2.0
886,b793623b-74bd-4548-b398-77b116e2bc25,Flatfile,Flatfile provides software products that focus specifically on solving the problem of data onboarding.,"Developer Tools,SaaS,Software","Denver,Colorado,United States,North America",United States,North America,11-50,https://flatfile.io/,2018-01-08,3,9764998.0,5-15m,seed,2.0
887,1a9695a2-6459-bf45-ecc6-03866f61be4d,Nest Labs,"Nest Labs is a home automation company manufacturing sensor-driven, Wi-Fi-enabled, self-learning thermostats and smoke detectors.","Manufacturing,Sensor,Smart Home","Palo Alto,California,United States,North America",United States,North America,1001-5000,http://www.nest.com,2010-05-25,3,80000000.0,75-85m,m_and_a,2.0
888,a6b4303d-58a7-4a7d-95a7-9da7cb061283,Miko,"Miko is an advanced robotics startup focusing on robotics, AI & IoT.","Artificial Intelligence,Consumer Electronics,EdTech,Hardware,Internet of Things,Machine Learning,Robotics","Mumbai,Maharashtra,India,Asia",India,Asia,101-250,https://www.miko.ai/,2015-01-01,4,14889515.0,5-15m,early_stage_venture,3.0
889,e20ea789-af9b-43a9-b1cd-3564b899e05e,Kucoin,KuCoin is a blockchain assets exchange where anyone can exchange bitcoin to other cryptocurrency and make more profit.,"Bitcoin,Blockchain,Cryptocurrency,Finance,Financial Exchanges","Singapore,Central Region,Singapore,Asia",Singapore,Asia,51-100,https://www.kucoin.com,2013-01-01,1,20000000.0,15-25m,early_stage_venture,
890,a2b47f3b-752a-1dbb-3ef2-f2a7c45b3a36,Arista Networks,Arista Networks is a computer networking firm delivering cloud networking solutions for large data center and computer environments.,"Cloud Computing,Data Center Automation,Hardware,Information Technology,Software","Santa Clara,California,United States,North America",United States,North America,1001-5000,http://www.arista.com,2004-01-01,4,4776000.0,<5m,ipo,2.0
891,0703e0c9-8185-84c8-f056-66ed94a55966,Olo,Olo is a SaaS digital ordering and delivery platform for restaurant brands.,"E-Commerce,Food Delivery,Mobile,Mobile Apps,Point of Sale,Restaurants,SaaS","New York,New York,United States,North America",United States,North America,101-250,http://www.olo.com,2005-01-01,6,63250000.0,55-65m,late_stage_venture,1.0
892,314ee627-1110-48d6-bdc3-f6516c410a91,Voodle,Use Voodle to capture important business moments as they happen and share the knowledge that connects your team and drives action.,Not found,"Seattle,Washington,United States,North America",United States,North America,11-50,https://voodle.com/,2020-01-01,1,6000000.0,5-15m,early_stage_venture,1.0
893,9447ff15-644f-87c9-9186-ed8fc1401a4d,Galaxy Digital,"Galaxy Digital is a web-based social solutions company offering services for non-profits, healthcare organizations, and small businesses.","CRM,Internet,Non Profit,Recruiting,Scheduling,Social,Social Impact,Software","Asheville,North Carolina,United States,North America",United States,North America,11-50,http://galaxydigital.com,2009-01-01,2,18249990.0,15-25m,early_stage_venture,2.0
894,fa9a4ab7-9c7a-4252-b546-8c73fe2f6d82,CEEK,CEEK is a mobile VR App for connecting with bands in the ultimate virtual reality experience.,"Apps,Hardware,Software,Software Engineering,Sports,Video Games,Virtual Reality","Miami Beach,Florida,United States,North America",United States,North America,11-50,https://www.ceek.io/,2015-01-01,1,6447500.0,5-15m,,1.0
895,b555a41d-0283-cbfb-f16e-7d058fab95f1,Taxfyle,Tickmark develops disruptive accounting-based applications for iOS and Android platforms.,"Accounting,Android,iOS","Miami,Florida,United States,North America",United States,North America,11-50,https://www.taxfyle.com,2015-08-01,5,7325000.0,5-15m,early_stage_venture,5.0
896,7ca05b80-6f77-782b-4753-c9d95fa3193f,Spreedly,Spreedly is cloud-based payment infrastructure that allows businesses to work with multiple payment gateways simultaneously.,"E-Commerce,FinTech,Mobile Payments,Payments,SaaS","Durham,North Carolina,United States,North America",United States,North America,51-100,https://www.spreedly.com,2007-04-01,8,81070370.0,75-85m,private_equity,5.0
897,74ff4f2c-4e99-83cc-9462-4d7108ded484,Capella Space,Capella Space is a data & information services company that provides insights from space with its constellation of very powerful satellites,"Aerospace,Image Recognition,Information Services,Satellite Communication","San Francisco,California,United States,North America",United States,North America,51-100,http://www.capellaspace.com,2016-01-01,11,81969988.0,75-85m,early_stage_venture,3.0
898,d7a5af9d-0dbd-4021-b2c9-7c5bf955c3b4,Verana Networks,Verana Networks develops an innovative 5G Radio Access Network solution for service providers.,"Mobile,Telecommunications,Wireless","Waltham,Massachusetts,United States,North America",United States,North America,1-10,https://www.verananetworks.com/,2019-01-01,2,20050000.0,15-25m,early_stage_venture,2.0
899,3d410645-46bc-605d-6a34-f511187b3f68,Apixio,The data science company for healthcare,"Analytics,Artificial Intelligence,Health Care,Information Technology","San Mateo,California,United States,North America",United States,North America,51-100,http://www.apixio.com,2009-01-01,5,41881252.0,35-45m,m_and_a,4.0
900,940e889f-17fe-429e-8a84-d75d3219eb99,Substack,Substack makes it simple for a writer to start an email newsletter that makes money from subscriptions.,"Email,Media and Entertainment,News,Publishing,Subscription Service","San Francisco,California,United States,North America",United States,North America,1-10,https://www.substack.com/,2017-01-01,3,17420000.0,15-25m,early_stage_venture,3.0
901,1a72fb82-5ff6-ebb5-941b-02014d5f4b41,FuelCell Energy,"FuelCell Energy, Inc. (NASDAQ: FCEL) is an integrated fuel cell company that designs, manufactures, installs, services and operates","Energy,Fuel,Manufacturing,Renewable Energy","Danbury,Connecticut,United States,North America",United States,North America,501-1000,http://www.fuelcellenergy.com,1969-01-01,3,30000000.0,25-35m,ipo,1.0
902,e64cebde-3e20-4524-8ffe-af4e69999dee,Slintel,Slintel captures technographic-powered buying intent and helps companies uncover 3% of active buyers in their target market.,"Business Intelligence,Information and Communications Technology (ICT),Information Technology,Lead Generation,Marketing Automation,Sales Automation","Mountain View,California,United States,North America",United States,North America,11-50,https://www.slintel.com/,2016-01-01,5,6000000.0,5-15m,early_stage_venture,3.0
903,e21cd6cd-f563-1f31-d7e4-87263e0b5355,PicsArt,"PicsArt is an all-in-one photo & video editing app, powered by a creative community of more than 150M+ monthly active users and influencers.","Apps,Photo Editing,Photography,Social Media,Video Editing","San Francisco,California,United States,North America",United States,North America,251-500,http://picsart.com/,2012-01-01,4,65000000.0,55-65m,early_stage_venture,2.0
904,b32cbd25-3584-5a78-4517-d6459a0ceb74,Intelligo Group,Background checks powered by AI & human intelligence. In only one click.,"Artificial Intelligence,Financial Services,FinTech,Information Technology,Machine Learning,Risk Management,Software","New York,New York,United States,North America",United States,North America,51-100,https://intelligo.ai,2014-01-01,3,22100000.0,15-25m,early_stage_venture,3.0
905,67a13602-82f5-47f3-b36d-341bd098a47d,DoctorLink,DoctorLink helps individuals have a better experience with their GPs and helps GP Practices to reduce their growing levels of demand.,"Health Care,Hospital,Information Technology","London,England,United Kingdom,Europe",United Kingdom,Europe,51-100,https://www.doctorlink.com/,2016-01-01,1,26260849.0,25-35m,m_and_a,1.0
906,de76ed42-2a23-2ff0-f23a-e46b1d55d0cb,Fetch Robotics,Fetch Robotics provides the market’s only cloud-driven Autonomous Mobile Robot (AMR) solution for warehousing intralogistics environments.,"Industrial Automation,Life Science,Mobile,Robotics,Supply Chain Management,Warehousing","San Jose,California,United States,North America",United States,North America,101-250,http://fetchrobotics.com/,2014-01-01,4,94000000.0,85-100m,late_stage_venture,1.0
907,af364c3b-ad3b-82e0-a89d-cda1f3ebf728,Palo Alto Networks,Palo Alto Networks is an American multinational cybersecurity company.,"Cyber Security,Network Security,Security","Santa Clara,California,United States,North America",United States,North America,5001-10000,http://www.paloaltonetworks.com,2005-01-01,5,65000000.0,55-65m,ipo,5.0
908,731a6078-1673-6ccd-ee70-5dd7aea6ca66,DIY,DIY is an online community for children where they get skills and meet others who share the same passions.,"Education,Skill Assessment","San Francisco,California,United States,North America",United States,North America,11-50,http://www.diy.org,2011-11-01,3,9500000.0,5-15m,m_and_a,3.0
909,d2c2461d-588e-7708-a41b-2ce3e99d61a6,Clinc,"Clinc is a conversational AI platform that enables enterprises to build ""human-in-the-room"" level, next-gen, virtual assistants.","Artificial Intelligence,Machine Learning,Software","Ann Arbor,Michigan,United States,North America",United States,North America,51-100,https://clinc.com/,2015-07-13,4,59750000.0,55-65m,early_stage_venture,4.0
910,89283c62-0d5b-87d2-fe2f-a65d3bdfa0ee,WiTricity,WiTricity Corporation provides technology to enable wireless power transfer over distance using magnetic resonance.,"CleanTech,Electrical Distribution,Energy,Wireless","Watertown,Massachusetts,United States,North America",United States,North America,51-100,http://www.witricity.com,2007-01-01,5,70000000.0,65-75m,,2.0
911,6757adb6-3d57-4558-83bc-40d819a81689,Paysend,Paysend is a global Fintech company whose unique technologies already serve over a million customers. Paysend is money for the future.,"Finance,Financial Services,FinTech,Mobile Payments,Payments","London,England,United Kingdom,Europe",United Kingdom,Europe,51-100,https://paysend.com/,2015-01-01,4,33356739.0,25-35m,,1.0
912,ae8c3e74-73e3-7b1c-02ed-1f8cd1b952f9,CueLearn/Cuemath,Cuemath is an engaging ‘learning-by-doing’ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.,"E-Learning,EBooks,Education","Bengaluru,Karnataka,India,Asia",India,Asia,51-100,http://www.cuemath.com/,2011-01-01,4,24495264.0,15-25m,early_stage_venture,1.0
913,0b5778b3-0727-3f3c-dd16-3221e95968b3,Standard Cognition,Standard Cognition is an artificial intelligence platform that allows buyers to grab what they want without having to go to a cashier.,"Artificial Intelligence,Machine Learning,Retail,Retail Technology,Shopping","San Francisco,California,United States,North America",United States,North America,101-250,https://standard.ai/,2017-01-01,5,86120000.0,85-100m,early_stage_venture,7.0
914,811b4b79-eb2b-80ec-1619-09b9906f5301,Homie,Homie is the future of home buying and selling. Customers save thousands of dollars—we’re not focused on commissions. #wegotyourback,"Commercial Real Estate,E-Commerce,Finance,Marketplace,Real Estate","South Jordan,Utah,United States,North America",United States,North America,11-50,https://www.homie.com/,2014-01-01,6,33709621.0,25-35m,early_stage_venture,5.0
915,81141bdd-9c2f-44c2-9ffb-4976457db20a,Voltus,"Voltus provides cash-generating energy products to commercial, institutional, and industrial customers.","Energy,Energy Efficiency,Energy Management,Oil and Gas,Power Grid,Smart Building","San Francisco,California,United States,North America",United States,North America,11-50,https://www.voltus.co,2016-01-01,2,35100000.0,35-45m,early_stage_venture,2.0
916,f4564981-ce6d-3e7d-9af8-2f17f04f8bdf,LogiNext,LogiNext designs logistics management software that tracks the workforce in real-time on a single map interface.,"Data Visualization,Enterprise Software,Logistics,SaaS,Software","Fremont,California,United States,North America",United States,North America,101-250,https://www.loginextsolutions.com/,2014-10-07,3,49600000.0,45-55m,early_stage_venture,2.0
917,3a11c89f-f538-3fd5-1c10-da8f35434449,Workable,"Workable is the world’s leading hiring platform, where companies find, evaluate and hire better candidates, faster.","Cloud Computing,Human Resources,Recruiting,SaaS,Software","Boston,Massachusetts,United States,North America",United States,North America,251-500,http://www.workable.com,2012-09-01,6,84154127.0,75-85m,late_stage_venture,2.0
918,1b9a8fbe-8d92-aa78-bb9e-517e62b66c68,Ekimetrics,"Ekimetrics is a global consulting firm, provides industrialized corporate data science solutions.","Big Data,Consulting,Information Technology,Marketing","Paris,Ile-de-France,France,Europe",France,Europe,101-250,http://www.ekimetrics.com/,2006-01-01,2,28649874.0,25-35m,,5.0
919,4c8a2848-a83b-5066-f14d-323304ecf3c5,IronScales,"IronScales is a SaaS solution that trains employees to spot, avoid, and mitigate undergoing spear-phishing attacks.","Information Services,Information Technology,SaaS,Software,Training","Tel Aviv,Tel Aviv,Israel,Asia",Israel,Asia,11-50,http://ironscales.com,2014-01-01,4,31000000.0,25-35m,early_stage_venture,1.0
920,f37d4567-9d5a-9746-60a5-3d86f0296da7,OPEN,Open develops and offers an online platform for banking and intercompany settlement.,"Banking,Billing,Finance,Financial Services,FinTech,Payments","Bangalore,Karnataka,India,Asia",India,Asia,11-50,http://www.bankopen.co/,2017-05-01,5,37400000.0,35-45m,early_stage_venture,1.0
921,64517a61-762a-971e-0dae-c20fbb593b2b,Getaway,Getaway is a wellness hospitality company that offers cabin rentals in natural landscapes.,"Hospitality,Rental,Rental Property,Travel","Brooklyn,New York,United States,North America",United States,North America,11-50,http://getaway.house/,2015-01-01,7,40100000.0,35-45m,early_stage_venture,1.0
922,7d3002d1-f7ca-83c8-beba-c8863158f674,Mode Analytics,Mode Analytics is a developer of a collaborative analytics platform used to make data-informed decisions.,"Analytics,Big Data,Developer Tools,Information Technology,Software","San Francisco,California,United States,North America",United States,North America,51-100,http://mode.com,2013-01-01,7,79050000.0,75-85m,late_stage_venture,3.0
923,b85ae87d-7e9a-4a1c-90f9-e9613403f342,Momentus,Momentus offers the infrastructure services necessary to enable enterprise and human existence to flourish in space.,"Aerospace,Space Travel,Transportation","Santa Clara,California,United States,North America",United States,North America,51-100,http://momentus.space/,2017-11-01,3,33800000.0,25-35m,early_stage_venture,1.0
924,f574c096-800f-02a4-f294-3ee8de02f61d,Instrumental,Ship hardware products on time with high-resolution manufacturing data.,"Consumer Electronics,Manufacturing,Software","Palo Alto,California,United States,North America",United States,North America,11-50,http://www.instrumental.com,2015-01-01,3,30300000.0,25-35m,early_stage_venture,2.0
925,43d1561f-fe59-90c1-2380-ab7da2d11591,Slice Labs,"Slice Labs is the first on-demand insurance cloud platform provider, enabling companies to build intuitive digital insurance products.","Financial Services,FinTech,Information Technology,Insurance,InsurTech,Mobile Apps","New York,New York,United States,North America",United States,North America,51-100,http://www.slice.is/,2015-10-01,4,55500000.0,55-65m,early_stage_venture,3.0
926,5cfe81b6-462e-7130-3cd3-7d11c0e3f3dc,Bitmovin,Bitmovin is a young and dynamic multimedia company,"Cloud Computing,Consumer Electronics,Digital Media,Software,Video Streaming","San Francisco,California,United States,North America",United States,North America,51-100,https://www.bitmovin.com,2013-01-01,5,40300000.0,35-45m,early_stage_venture,3.0
927,2fbc6e7e-6c8c-4a9c-b024-a7e81704b342,Jüsto,Jüsto is a delivery-only grocery store chain.,"Delivery,E-Commerce,Food and Beverage,Grocery","Mexico City,Distrito Federal,Mexico,North America",Mexico,North America,251-500,https://justo.mx/,2019-05-01,4,27000000.0,25-35m,seed,2.0
928,cd2c87a2-4a4f-3444-c6fc-8ec03095b03e,NowRx,NowRx is a pharmacy and last-mile logistics company that provides same-day and same-hour prescription medication delivery.,"Delivery Service,Health Care,Pharmaceutical,Retail,Same Day Delivery","Mountain View,California,United States,North America",United States,North America,11-50,https://www.nowrx.com,2015-02-01,12,55951618.0,55-65m,early_stage_venture,2.0
929,bb2a0bf1-afb0-44e3-928b-83081c24ac27,Hyliion Holdings Corp.,Hyliion is a provider of electrified powertrain solutions for the commercial vehicle industry.,"Clean Energy,CleanTech,Transportation","Cedar Park,Texas,United States,North America",United States,North America,11-50,http://www.hyliion.com/,2015-03-15,6,21000000.0,15-25m,ipo,1.0
930,0da041f5-f2b3-d119-375a-d57f0547eeb5,Feather,Feather is an online furniture rental startup that designs and manufactures all pieces of furniture and home decor available for rent.,"Furniture,Home Decor,Home Improvement,Home Renovation,Lifestyle,Rental,Subscription Service","New York,New York,United States,North America",United States,North America,51-100,http://www.livefeather.com,2017-01-01,6,46020000.0,45-55m,early_stage_venture,1.0
931,e0d74a70-9383-6388-3bb5-1ac13327cfbf,StreamSets,Streamsets is a DataOps platform for modern data integration.,"Analytics,Big Data,Enterprise Software,SaaS,Software","San Francisco,California,United States,North America",United States,North America,101-250,https://streamsets.com/,2014-01-01,4,76249988.0,75-85m,,2.0
932,efe28aad-1a1b-3058-97fc-12d7eed1fa9d,Classy,Classy offers an online and mobile platform that enables social good organizations to raise funds for various causes.,"Crowdfunding,Events,Non Profit","San Diego,California,United States,North America",United States,North America,101-250,https://www.classy.org/,2009-05-15,5,65500000.0,65-75m,private_equity,4.0
933,675a12ec-75c8-6588-cebc-2072e42eadb1,Capcom,Capcom is a Japanese manufacturer and distributor of video games and electronic game machines engaged in the digital content business.,"Electronics,Manufacturing,Software,Video Games","Burnaby,British Columbia,Canada,North America",Canada,North America,1001-5000,http://www.capcom.com,1983-01-01,1,10612995.0,5-15m,m_and_a,1.0
934,9ea16365-ccb9-7916-a977-c1638385d3a3,Stream,Stream builds chat and feeds for applications at scale in a fraction of the time and cost of developing in-house.,"Apps,Communications Infrastructure,Developer APIs,Enterprise Software,Messaging,Mobile,Mobile Apps,SaaS,Software","Boulder,Colorado,United States,North America",United States,North America,51-100,https://getstream.io/,2014-08-01,5,20058000.0,15-25m,early_stage_venture,2.0
935,9f727429-0d16-4259-2932-c0db09d94902,Allset,Allset offers food pre-ordering service and a platform that connects local restaurants to its busy diners.,"Apps,B2B,Consumer,Consumer Applications,Food Processing,Mobile Apps,Mobile Payments,Reservations,Restaurants","San Francisco,California,United States,North America",United States,North America,101-250,http://allsetnow.com,2015-01-01,4,16600000.0,15-25m,early_stage_venture,2.0
936,14cfb7dc-aa9c-ebf4-25b3-e097cda22eeb,Nezasa,Hyper-Personalised Travel Solutions - Nezasa's booking software optimises your travel service,"B2B,Information Technology,Tourism,Travel","Zürich,Zurich,Switzerland,Europe",Switzerland,Europe,51-100,https://www.nezasa.com/,2012-07-27,8,9305188.0,5-15m,early_stage_venture,3.0
937,cd8e92f1-8510-403f-8c85-26d89661eaad,Agora,Agora is a materials management platform for construction companies.,"Construction,Logistics,Software,Supply Chain Management","San Francisco,California,United States,North America",United States,North America,11-50,http://helloagora.com/,2018-01-31,2,11320000.0,5-15m,early_stage_venture,2.0
938,302075dc-bfa3-d544-a34c-6b834fa4ce11,Fastned,Fastned is a fast-charging network for electric vehicles to charge with renewable energy from the sun and wind.,"Automotive,Battery,Electric Vehicle,Renewable Energy","Amsterdam,Noord-Holland,The Netherlands,Europe",The Netherlands,Europe,51-100,https://fastnedcharging.com/en/,2012-02-01,9,30444722.0,25-35m,ipo,2.0
939,b95c7131-0679-5d6a-c2ac-a2ab801b6164,GumGum,GumGum is a global technology and media company specializing in contextual intelligence.,"Advertising,Advertising Platforms,Analytics,Artificial Intelligence,Brand Marketing,Computer Vision,Digital Media,Machine Learning,Natural Language Processing,Sports","Santa Monica,California,United States,North America",United States,North America,251-500,https://gumgum.com/,2007-01-01,6,58825000.0,55-65m,late_stage_venture,2.0
940,71967fdd-0f12-4d39-ad6f-9b452e3b1660,OpsLevel,OpsLevel is a microservice catalog that helps you build more reliable software and resolve production incidents faster.,"Information Technology,Software","Toronto,Ontario,Canada,North America",Canada,North America,,https://www.opslevel.com,2018-01-01,1,5000000.0,<5m,seed,2.0
941,fb51b4af-45f3-49a8-44c3-8fb5d6ace4e0,Funnel,Funnel offers an app that makes leasing for prospective residents simple with just a few clicks from its users' favorite devices.,"Cloud Data Services,Marketing,Property Management,Real Estate,SaaS,Software","New York,New York,United States,North America",United States,North America,11-50,https://funnelleasing.com/,2010-01-01,9,38504997.0,35-45m,early_stage_venture,3.0
942,047877e3-0f67-ba5b-ce76-7dbf99125a52,WinZO,WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,"Digital Entertainment,eSports,Gaming,Internet,Media and Entertainment,Mobile","New Delhi,Delhi,India,Asia",India,Asia,11-50,https://www.winzogames.com,2018-04-01,3,23000000.0,15-25m,early_stage_venture,2.0
943,48ee5f15-554e-f289-3ecc-dac13555eca4,Prezi,Prezi is an interactive cloud-based presentation platform that helps users connect with their audience.,"Analytics,Cloud Data Services,Presentations,SaaS,Software","San Francisco,California,United States,North America",United States,North America,251-500,https://prezi.com,2008-01-01,4,72760000.0,65-75m,private_equity,3.0
944,79d59cb5-e123-592a-2896-6b7a77af5e64,Huntress,Huntress is an information technology company that provides threat detection and actionable cybersecurity intelligence.,"Cyber Security,Information Technology,Software","Ellicott City,Maryland,United States,North America",United States,North America,11-50,https://huntress.com,2015-09-01,3,19760000.0,15-25m,early_stage_venture,3.0
945,f5c477fa-6e8c-3d64-4f2d-3603e5cc3340,Salesforce,Salesforce is a global cloud computing company that develops CRM solutions and provides business software on a subscription basis.,"Analytics,Cloud Computing,CRM,Enterprise Software,SaaS","San Francisco,California,United States,North America",United States,North America,10001+,https://www.salesforce.com,1999-01-01,6,65375124.0,65-75m,ipo,3.0
946,6e6cf92d-d745-587b-3193-f0897d814596,Lori Systems,Lori is a venture-backed start-up building the cutting-edge logistics infrastructure for trucking.,"Freight Service,Logistics,Transportation","Nairobi,Nairobi Area,Kenya,Africa",Kenya,Africa,101-250,https://www.lorisystems.com/,2016-01-01,5,36225000.0,35-45m,,2.0
947,2652ccae-1c66-3571-78a2-28b0c0cb343c,Vezeeta,Vezeeta is a digital healthcare booking platform and practice management software.,"Health Care,Medical,Medical Device,Software","Dubai,Dubai,United Arab Emirates,Asia",United Arab Emirates,Asia,101-250,https://www.vezeeta.com/,2012-02-01,8,67498880.0,65-75m,late_stage_venture,2.0
948,3bdd8fa1-2198-4de2-b5ed-3175e3d39994,COVER Corporation,COVER Corporation engages in AR compatible virtual live distribution service that allows enterprises developing animation.,"Content,Gaming,Video Editing,Virtual Reality,Wearables","Tokyo,Tokyo,Japan,Asia",Japan,Asia,11-50,http://cover-corp.com,2016-06-13,3,8683441.0,5-15m,,
949,d25b9090-3718-70aa-16c0-a297fce8962a,Anheuser-Busch InBev,"Anheuser-Busch InBev is a brewer and provider of consumer products that has a strong, balanced portfolio.","Brewing,Consumer Goods,Food and Beverage","New York,New York,United States,North America",United States,North America,10001+,http://ab-inbev.com,2008-07-14,1,10000000.0,5-15m,ipo,
950,4be104f0-324a-d867-beea-960e293e2203,Mamaearth,Mamaearth is an online retailer specializing in baby and toddler products.,"E-Commerce,Fitness,Health Care,Retail,Wellness","Gurgaon,Haryana,India,Asia",India,Asia,11-50,http://mamaearth.in,2016-01-01,5,23313960.0,15-25m,early_stage_venture,1.0
951,53d26eab-45ae-456e-d0a3-2d482468cde6,Nozomi Networks,Nozomi Networks offers cybersecurity and operational visibility solutions for industrial control systems or ICS.,"Computer,Cyber Security,Information Technology,Network Security","San Francisco,California,United States,North America",United States,North America,101-250,http://nozominetworks.com/,2013-01-01,5,52500000.0,45-55m,,2.0
952,c8dc6ad6-cd25-7507-e8bc-8e3e0d71ac6a,TrueAccord,"TrueAccord uses behavioral analytics, machine learning and an omni-channel digital approach to collections.","Debt Collections,Financial Services,FinTech,Machine Learning","Lenexa,Kansas,United States,North America",United States,North America,101-250,https://www.trueaccord.com,2013-01-01,6,34475000.0,25-35m,early_stage_venture,3.0
953,44b62351-6c9b-f610-bf52-8b7c5cbeefe1,99.co,"99.co is a map-based property search engine that provides renters, buyers, and agents fast and efficient property search experience.","Internet,Real Estate,Real Estate Investment,Search Engine","Singapore,Central Region,Singapore,Asia",Singapore,Asia,11-50,http://www.99.co,2014-01-08,6,33060000.0,25-35m,late_stage_venture,6.0
954,5c2da6f0-cdaa-ec98-9aa3-c8ede2087043,Illusive Networks,Illusive Networks is a cybersecurity software company that detects and resolves cyber attacks quickly.,"Computer,Cyber Security,Network Security,Software","Tel Aviv-yafo,Tel Aviv,Israel,Asia",Israel,Asia,101-250,http://illusivenetworks.com,2014-01-01,5,54000000.0,45-55m,early_stage_venture,1.0
955,3371efd2-6e8a-44c9-94c2-22afad514c4b,Sigma Computing,Cloud Analytics and Business Intelligence Platform,"Analytics,Business Intelligence,Information Services,Information Technology,Internet","San Francisco,California,United States,North America",United States,North America,51-100,http://sigmacomputing.com,2014-01-01,3,58000000.0,55-65m,early_stage_venture,3.0
956,859f261e-e91a-c5e3-8f15-cecd488791f9,Slingshot Aerospace,"Slingshot Aerospace offers innovative satellite, aerial, and drone signal processing AI and analytics capabilities.","Aerospace,Analytics,Artificial Intelligence,Geospatial,Information Technology,Machine Learning","Austin,Texas,United States,North America",United States,North America,11-50,http://www.slingshotaerospace.com,2016-08-01,7,17750000.0,15-25m,early_stage_venture,3.0
957,85536087-c3d1-20b0-f250-75807df0d89d,Simplex,Simplex is an EMI licensed Fintech company providing fraudless payment processing solutions to online merchants,"Bitcoin,Cryptocurrency,Financial Services,FinTech,Fraud Detection,Payments","Giv'atayim,Tel Aviv,Israel,Asia",Israel,Asia,101-250,http://www.simplex.com,2014-04-28,6,18000000.0,15-25m,,3.0
